juego,plataforma,ano,genero,fabricante,ventas_usa,ventas_europa,ventas_japon,ventas_otro,ventas_globales,score_criticos,num_criticos,score_usuarios,num_usuarios,desarollador,rating
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61.0,32.0,66.0,32.0,Arc System Works,T
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,0.16,0.13,0.0,0.04,0.33,84.0,42.0,89.0,74.0,Nippon Ichi Software,T
NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33,66.0,21.0,88.0,6.0,SNK Playmore,T
Resonance of Fate,X360,2010,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,74.0,43.0,77.0,96.0,Tri-Ace,T
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.17,0.13,0.0,0.03,0.33,47.0,6.0,66.0,5.0,EA Bright Light,T
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,0.25,0.07,0.0,0.01,0.33,74.0,5.0,77.0,12.0,Blitz Games,E
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33,83.0,14.0,84.0,12.0,SCEA San Diego Studios,E
Spy Kids 3-D: Game Over,GBA,2003,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.33,62.0,4.0,77.0,6.0,Digital Eclipse,E
Power Rangers: Ninja Storm,GBA,2003,Misc,THQ,0.24,0.09,0.0,0.01,0.33,55.0,4.0,78.0,6.0,Natsume,E
Medal of Honor: Warfighter,PC,2012,Action,Electronic Arts,0.14,0.15,0.0,0.04,0.33,55.0,30.0,54.0,599.0,Danger Close,M
MVP Baseball 2005,GC,2005,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,88.0,20.0,87.0,16.0,EA Sports,E
SSX Blur,Wii,2007,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,74.0,52.0,81.0,60.0,EA Montreal,E
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,80.0,55.0,81.0,235.0,Spike Chunsoft,M
Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,0.15,0.12,0.0,0.05,0.33,66.0,35.0,71.0,17.0,EA Bright Light,E10+
Teen Titans,GC,2006,Action,THQ,0.25,0.07,0.0,0.01,0.33,63.0,11.0,69.0,11.0,Artificial Mind and Movement,E10+
MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.28,0.02,0.0,0.02,0.33,70.0,7.0,83.0,9.0,Rainbow Studios,E
Binary Domain,PS3,2012,Action,Sega,0.09,0.07,0.14,0.03,0.33,72.0,33.0,82.0,179.0,Sega,M
DECA Sports Freedom,X360,2010,Sports,Hudson Soft,0.27,0.04,0.0,0.02,0.33,26.0,16.0,37.0,9.0,AI,E10+
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,0.24,0.07,0.0,0.01,0.33,71.0,21.0,57.0,12.0,Kush Games,E
Golden Axe: Beast Rider,X360,2008,Action,Sega,0.19,0.11,0.0,0.03,0.33,45.0,33.0,58.0,33.0,Secret Level,M
EA Playground,DS,2007,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,60.0,8.0,76.0,13.0,Piranha Games,E
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.32,86.0,30.0,85.0,1660.0,CD Projekt Red Studio,M
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,0.17,0.13,0.0,0.03,0.32,65.0,26.0,82.0,5.0,Sanzaru Games,E
Iron Man 2,Wii,2010,Action,Sega,0.15,0.15,0.0,0.03,0.32,41.0,11.0,46.0,12.0,High Voltage Software,T
SWAT: Global Strike Team,PS2,2003,Shooter,Vivendi Games,0.16,0.12,0.0,0.04,0.32,69.0,21.0,78.0,16.0,Argonaut Games,M
Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,0.17,0.11,0.01,0.03,0.32,76.0,48.0,74.0,41.0,Eidos Interactive,T
Elebits,Wii,2006,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,75.0,46.0,74.0,33.0,Konami,E
Def Jam Rapstar,PS3,2010,Misc,Konami Digital Entertainment,0.25,0.04,0.0,0.03,0.32,75.0,25.0,63.0,4.0,"Terminal Reality, 4mm Games",T
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,0.16,0.04,0.1,0.02,0.32,80.0,32.0,85.0,71.0,Sega,E10+
Just Dance 2016,XOne,2015,Misc,Ubisoft,0.25,0.04,0.0,0.03,0.32,66.0,10.0,61.0,18.0,Ubisoft,E10+
Golden Axe: Beast Rider,PS3,2008,Action,Sega,0.13,0.14,0.0,0.06,0.32,44.0,30.0,56.0,23.0,Secret Level,M
Dead Space 2,PC,2011,Shooter,Electronic Arts,0.13,0.15,0.0,0.04,0.32,87.0,28.0,83.0,974.0,Visceral Games,M
Kinetica,PS2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,77.0,21.0,83.0,21.0,SCE Santa Monica,T
The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,0.2,0.1,0.0,0.03,0.32,66.0,17.0,58.0,8.0,iNiS,T
NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32,89.0,41.0,89.0,10.0,EA Canada,E
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0.25,0.05,0.0,0.03,0.32,50.0,8.0,52.0,16.0,n-Space,T
Remember Me,PS3,2013,Action,Capcom,0.1,0.17,0.0,0.06,0.32,72.0,37.0,74.0,424.0,DONTNOD Entertainment,M
Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,68.0,38.0,73.0,269.0,Konami,M
Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72.0,31.0,71.0,35.0,Capcom Vancouver,M
Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.32,67.0,18.0,72.0,128.0,Dimps Corporation,T
Eternal Sonata,X360,2007,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.32,79.0,56.0,79.0,97.0,Tri-Crescendo,T
Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,82.0,6.0,93.0,78.0,Victor Interactive Software,E
Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.03,0.32,76.0,39.0,79.0,95.0,Team Ninja,M
Overlord II,X360,2009,Action,Codemasters,0.15,0.14,0.0,0.03,0.32,75.0,60.0,72.0,46.0,Triumph Studios,T
Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,74.0,26.0,88.0,5.0,Konami,E10+
Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,0.0,0.28,0.0,0.05,0.32,91.0,29.0,87.0,1736.0,Rocksteady Studios,T
"Warhammer 40,000: Squad Command",PSP,2007,Strategy,THQ,0.11,0.13,0.0,0.08,0.32,67.0,25.0,76.0,26.0,RedLynx,T
Darkwatch,PS2,2005,Shooter,Ubisoft,0.16,0.12,0.0,0.04,0.32,74.0,37.0,84.0,42.0,High Moon Studios,M
Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.28,0.01,0.0,0.03,0.32,75.0,43.0,72.0,21.0,Neversoft Entertainment,T
Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,73.0,52.0,70.0,40.0,Now Production,E
Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32,92.0,33.0,84.0,41.0,Ubisoft,T
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.14,0.13,0.0,0.05,0.32,43.0,21.0,57.0,27.0,EA Bright Light,T
Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,79.0,18.0,84.0,9.0,CAProduction,E
World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.13,0.16,0.0,0.03,0.32,88.0,62.0,75.0,535.0,Blizzard Entertainment,T
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,Sega,0.08,0.05,0.16,0.04,0.32,81.0,8.0,84.0,69.0,Sega,T
Bleach: Shattered Blade,Wii,2006,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,58.0,30.0,75.0,24.0,Polygon Magic,T
FIFA Street 3,PS3,2008,Sports,Electronic Arts,0.08,0.18,0.0,0.06,0.32,63.0,37.0,69.0,19.0,EA Canada,E
FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,85.0,10.0,78.0,5.0,EA Sports,E
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67.0,36.0,63.0,18.0,Codemasters,M
DiRT 2,PSP,2009,Racing,Sony Computer Entertainment,0.09,0.15,0.0,0.08,0.32,55.0,13.0,57.0,10.0,Codemasters,E10+
Frogger's Adventures: The Rescue,PS2,2003,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,59.0,12.0,85.0,6.0,Konami,E
Silent Hill HD Collection,PS3,2012,Action,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32,70.0,33.0,48.0,136.0,Hijinx Studios,M
Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,82.0,25.0,78.0,10.0,Harmonix Music Systems,E
Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,49.0,11.0,60.0,32.0,"Buzz Monkey, EA Montreal",M
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,76.0,51.0,86.0,83.0,"Atlus, Dingo Inc.",T
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32,68.0,19.0,80.0,8.0,Opus,T
Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.16,0.12,0.0,0.04,0.32,78.0,15.0,83.0,12.0,Toys for Bob,E
Prey,X360,2006,Shooter,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32,79.0,80.0,73.0,117.0,Venom Games,M
Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32,70.0,5.0,75.0,4.0,Ubisoft,E10+
Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75.0,55.0,82.0,145.0,"Game Republic, JapanStudio",T
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59.0,60.0,69.0,310.0,Airtight Games,M
The Darkness II,PS3,2012,Shooter,Take-Two Interactive,0.14,0.13,0.0,0.05,0.32,79.0,28.0,76.0,127.0,Digital Extremes,M
NBA 2K3,XB,2002,Sports,Sega,0.24,0.07,0.0,0.01,0.32,87.0,15.0,79.0,9.0,Visual Concepts,E
NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.24,0.07,0.0,0.01,0.32,74.0,29.0,88.0,16.0,Microsoft Game Studios,E
FIFA Street 3,X360,2008,Sports,Electronic Arts,0.14,0.14,0.0,0.03,0.32,63.0,48.0,69.0,18.0,EA Canada,E
Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.02,0.32,82.0,69.0,80.0,86.0,Eden Studios,E10+
Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,0.29,0.0,0.0,0.02,0.32,58.0,15.0,87.0,30.0,EA Canada,T
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.24,0.07,0.0,0.01,0.32,81.0,50.0,79.0,31.0,Phantagram,M
Clive Barker's Jericho,X360,2007,Shooter,Codemasters,0.28,0.01,0.0,0.02,0.32,63.0,46.0,74.0,70.0,"Mercury Steam, Alchemic Productions",M
Romance of the Three Kingdoms VII,PS2,2000,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,72.0,10.0,87.0,11.0,Koei,E
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.1,0.17,0.0,0.05,0.32,75.0,39.0,54.0,555.0,Lionhead Studios,M
"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32,52.0,15.0,72.0,10.0,Artificial Mind and Movement,E
DJ Hero,PS2,2009,Misc,Activision,0.1,0.02,0.0,0.2,0.32,87.0,4.0,64.0,5.0,FreeStyleGames,T
Lord of Arcana,PSP,2010,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.32,53.0,45.0,55.0,21.0,Access Games,M
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.15,0.11,0.0,0.05,0.32,63.0,13.0,66.0,9.0,High Impact Games,E10+
Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.15,0.03,0.1,0.03,0.32,82.0,39.0,82.0,68.0,"Namco Bandai Games America, Namco Bandai Games",T
Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0.0,0.0,0.32,0.0,0.32,71.0,29.0,88.0,19.0,Omega Force,T
Shenmue II,XB,2002,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32,80.0,31.0,93.0,96.0,Sega AM2,T
Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0.0,0.02,0.32,65.0,25.0,63.0,39.0,Radical Entertainment,E10+
Rugby World Cup 2011,PS3,2011,Sports,505 Games,0.0,0.24,0.0,0.07,0.32,50.0,12.0,56.0,7.0,HB Studios Multimedia,E
F1 Race Stars,PS3,2012,Racing,Codemasters,0.06,0.19,0.0,0.06,0.32,61.0,27.0,56.0,34.0,Codemasters,E
Overlord II,PS3,2009,Action,Codemasters,0.11,0.15,0.0,0.06,0.32,72.0,42.0,76.0,24.0,Triumph Studios,T
BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,0.23,0.04,0.02,0.02,0.31,85.0,32.0,87.0,26.0,Arc System Works,T
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0.0,0.0,0.02,0.31,77.0,30.0,75.0,17.0,SCEA San Diego Studios,E
Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,70.0,14.0,89.0,16.0,Vicarious Visions,E
Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,Atlus,0.12,0.0,0.19,0.01,0.31,77.0,23.0,80.0,21.0,Atlus,E10+
Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.02,0.31,74.0,17.0,75.0,1170.0,Iron Galaxy Studios,T
Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,0.17,0.11,0.0,0.03,0.31,64.0,38.0,68.0,11.0,EA Bright Light,E10+
Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31,58.0,9.0,81.0,9.0,Hudson Soft,E
Madden NFL 2004,GBA,2003,Sports,Electronic Arts,0.22,0.08,0.0,0.01,0.31,70.0,9.0,66.0,5.0,BudCat,E
NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31,72.0,21.0,78.0,12.0,High Voltage Software,E
FIFA Street,PS2,2005,Sports,Electronic Arts,0.15,0.12,0.0,0.04,0.31,59.0,29.0,79.0,52.0,EA Canada,E
Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.27,0.02,0.0,0.02,0.31,73.0,11.0,84.0,14.0,Backbone Entertainment,E10+
Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.03,0.31,58.0,10.0,81.0,39.0,"Image Epoch, Imageepoch",T
Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0.0,0.19,0.02,0.31,61.0,33.0,77.0,237.0,Access Games,M
Catherine,X360,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.31,82.0,39.0,79.0,153.0,Atlus,M
The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0.0,0.01,0.31,73.0,39.0,73.0,20.0,Shiny Entertainment,T
Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31,49.0,30.0,48.0,13.0,Arika,E
Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,0.23,0.07,0.0,0.01,0.31,78.0,37.0,66.0,19.0,Midway Studios - Los Angeles,M
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0.0,0.03,0.31,68.0,5.0,74.0,127.0,Human Head Studios,T
Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,0.16,0.01,0.12,0.01,0.31,79.0,21.0,88.0,45.0,Atlus,T
Sonic Boom: Rise of Lyric,WiiU,2014,Action,Sega,0.19,0.09,0.0,0.03,0.31,32.0,28.0,36.0,587.0,Big Red Button Entertainment,E10+
The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0.0,0.27,0.0,0.05,0.31,79.0,33.0,52.0,213.0,Blue Byte,E10+
WipEout Pulse,PSP,2007,Racing,Sony Computer Entertainment,0.13,0.12,0.0,0.06,0.31,82.0,40.0,86.0,31.0,Studio Liverpool,E10+
The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,0.16,0.12,0.0,0.03,0.31,62.0,35.0,72.0,26.0,Etranges Libellules,E10+
Fuel,X360,2009,Racing,Codemasters,0.09,0.18,0.0,0.04,0.31,66.0,45.0,70.0,45.0,Asobo Studio,E
Tropico 5,PS4,2015,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.31,76.0,17.0,71.0,110.0,Haemimont,T
KISS Pinball,PS,2001,Action,Take-Two Interactive,0.17,0.12,0.0,0.02,0.31,26.0,7.0,38.0,8.0,Wildfire Studios,T
Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft,0.23,0.07,0.0,0.01,0.31,85.0,41.0,86.0,25.0,Gearbox Software,M
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31,65.0,5.0,36.0,7.0,TT Games,E10+
Skylanders: SuperChargers,PS4,2015,Action,Activision,0.17,0.08,0.0,0.05,0.31,81.0,51.0,33.0,29.0,Vicarious Visions,E10+
Dark Void,X360,2010,Action,Capcom,0.19,0.09,0.0,0.03,0.31,59.0,69.0,60.0,61.0,Airtight Games,T
Manhunt 2,PSP,2007,Action,Take-Two Interactive,0.04,0.17,0.0,0.09,0.31,69.0,15.0,81.0,38.0,Rockstar London,M
Mega Man Maverick Hunter X,PSP,2005,Platform,Capcom,0.27,0.01,0.0,0.03,0.31,79.0,34.0,83.0,44.0,Capcom,E10+
Clash of the Titans,PS3,2010,Action,Namco Bandai Games,0.09,0.15,0.01,0.05,0.31,41.0,28.0,17.0,17.0,Game Republic,T
Mega Man Battle Network 2,GBA,2002,Action,Ubisoft,0.22,0.08,0.0,0.01,0.31,81.0,15.0,90.0,21.0,Capcom,E
Major League Baseball 2K8,PS3,2008,Sports,Bethesda Softworks,0.28,0.0,0.0,0.03,0.31,67.0,23.0,56.0,8.0,Kush Games,E
Pandora's Tower,Wii,2011,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,73.0,48.0,80.0,99.0,Ganbarion,T
SimAnimals,Wii,2009,Simulation,Electronic Arts,0.14,0.13,0.0,0.03,0.31,58.0,13.0,21.0,35.0,Electronic Arts,E
Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31,71.0,36.0,74.0,8.0,EA Sports,E
Jonah Lomu Rugby Challenge,X360,2011,Sports,Home Entertainment Suppliers,0.09,0.19,0.0,0.03,0.31,73.0,14.0,60.0,8.0,Sidhe Interactive,E
Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,0.24,0.05,0.0,0.01,0.31,74.0,38.0,74.0,7.0,Backbone Entertainment,M
NASCAR Thunder 2003,GC,2002,Racing,Electronic Arts,0.24,0.06,0.0,0.01,0.31,85.0,12.0,66.0,5.0,EA Sports,E
Mega Man Zero Collection,DS,2010,Platform,Capcom,0.17,0.01,0.11,0.02,0.31,78.0,15.0,89.0,39.0,"Inti, Inti Creates",E
Pro Evolution Soccer 2013,X360,2012,Sports,Konami Digital Entertainment,0.08,0.2,0.0,0.03,0.31,82.0,33.0,69.0,77.0,Konami,E
Star Wars Racer Revenge,PS2,2002,Racing,LucasArts,0.15,0.12,0.0,0.04,0.31,73.0,34.0,85.0,11.0,Rainbow Studios,E
NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,52.0,14.0,65.0,8.0,989 Sports,E
Blade II,PS2,2002,Action,Activision,0.15,0.12,0.0,0.04,0.31,49.0,21.0,61.0,14.0,Mucky Foot Productions,M
TRON: Evolution,X360,2010,Action,Disney Interactive Studios,0.24,0.05,0.0,0.02,0.31,58.0,51.0,60.0,41.0,Propaganda Games,T
Bruce Lee: Quest of the Dragon,XB,2002,Fighting,Universal Interactive,0.23,0.07,0.0,0.01,0.31,32.0,24.0,24.0,10.0,Ronin Entertainment,T
Disney's The Emperor's New Groove,PS,2000,Platform,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,66.0,8.0,72.0,6.0,Disney Interactive,E
Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,0.1,0.1,0.06,0.04,0.31,54.0,32.0,53.0,103.0,Artdink,T
Disney's Stitch: Experiment 626,PS2,2002,Action,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,59.0,17.0,78.0,4.0,High Voltage Software,E
Orphen: Scion of Sorcery,PS2,2000,Role-Playing,Activision,0.15,0.12,0.0,0.04,0.31,54.0,15.0,58.0,8.0,Shade,T
NBA Live 08,PSP,2007,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31,73.0,11.0,62.0,5.0,EA Canada,E
Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft,0.25,0.03,0.0,0.02,0.3,73.0,22.0,78.0,19.0,Ubisoft,E10+
Ultimate Spider-Man,GBA,2005,Action,Activision,0.22,0.08,0.0,0.01,0.3,62.0,4.0,73.0,12.0,Vicarious Visions,E10+
Midtown Madness 3,XB,2003,Racing,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.3,76.0,41.0,83.0,30.0,Digital Illusions,E
Shrek Swamp Kart Speedway,GBA,2002,Racing,TDK Mediactive,0.22,0.08,0.0,0.01,0.3,27.0,5.0,89.0,19.0,Prolific,E
Contra 4,DS,2007,Shooter,Konami Digital Entertainment,0.28,0.0,0.01,0.02,0.3,83.0,38.0,84.0,45.0,WayForward,T
Spyro: Attack of the Rhynocs,GBA,2003,Platform,Universal Interactive,0.22,0.08,0.0,0.01,0.3,72.0,13.0,75.0,15.0,Digital Eclipse,E
Monsters vs. Aliens,PS3,2009,Action,Activision,0.21,0.05,0.0,0.04,0.3,66.0,18.0,45.0,4.0,Beenox,E10+
NASCAR 2011: The Game,X360,2011,Racing,Activision,0.29,0.0,0.0,0.02,0.3,62.0,24.0,41.0,14.0,Eutechnyx,E
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,0.14,0.0,0.14,0.03,0.3,83.0,16.0,83.0,64.0,Arc System Works,T
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.03,0.3,81.0,25.0,66.0,1097.0,Big Huge Games,M
Mario Party: Star Rush,3DS,2016,Misc,Nintendo,0.08,0.13,0.08,0.02,0.3,68.0,37.0,68.0,16.0,"Nintendo, Nd Cube",E
Burnout,GC,2002,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.01,0.3,78.0,18.0,79.0,18.0,Criterion Games,E
Chaos Legion,PS2,2003,Action,Capcom,0.15,0.12,0.0,0.04,0.3,65.0,34.0,82.0,58.0,Capcom,T
Charlie and the Chocolate Factory,GBA,2005,Adventure,Global Star,0.22,0.08,0.0,0.01,0.3,36.0,5.0,38.0,6.0,"High Voltage Software, Backbone Entertainment",E
Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,61.0,18.0,85.0,30.0,Idol Minds,E10+
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,0.21,0.07,0.0,0.03,0.3,81.0,11.0,85.0,51.0,CyberConnect2,T
Batman: Arkham VR,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.06,0.3,75.0,59.0,73.0,89.0,Rocksteady Studios,M
24: The Game,PS2,2006,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,62.0,53.0,82.0,40.0,SCE Studio Cambridge,M
The King of Fighters XIII,PS3,2011,Fighting,Rising Star Games,0.17,0.06,0.04,0.03,0.3,77.0,26.0,82.0,76.0,SNK Playmore,T
Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,53.0,32.0,55.0,26.0,Ubisoft,T
Magna Carta 2,X360,2009,Role-Playing,Banpresto,0.13,0.07,0.07,0.02,0.3,69.0,49.0,70.0,57.0,"Banpresto, SoftMax",T
Romance of the Three Kingdoms VIII,PS2,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3,77.0,14.0,89.0,17.0,Koei,E
F1 2013,X360,2013,Racing,Codemasters,0.01,0.27,0.0,0.02,0.3,79.0,29.0,66.0,33.0,Codemasters,E
Crazy Taxi: Catch a Ride,GBA,2003,Racing,THQ,0.21,0.08,0.0,0.01,0.3,48.0,14.0,59.0,8.0,Graphic State,E
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.26,0.0,0.02,0.02,0.3,63.0,4.0,58.0,5.0,Square Enix,T
PowerUp Heroes,X360,2011,Fighting,Ubisoft,0.18,0.09,0.0,0.03,0.3,61.0,13.0,75.0,10.0,Ubisoft,E10+
Rayman 2: Revolution,PS2,2000,Platform,Ubisoft,0.15,0.11,0.0,0.04,0.3,90.0,16.0,82.0,42.0,Ubisoft,E
Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.3,63.0,6.0,73.0,38.0,EA Tiburon,E
Army Men: Air Attack 2,PS,2000,Action,3DO,0.17,0.11,0.0,0.02,0.3,74.0,8.0,53.0,4.0,3DO,T
Stranglehold,PS3,2007,Shooter,Midway Games,0.24,0.02,0.0,0.03,0.3,77.0,22.0,79.0,48.0,Midway,M
Pride FC: Fighting Championships,PS2,2003,Fighting,THQ,0.15,0.11,0.0,0.04,0.3,73.0,19.0,86.0,7.0,Anchor,M
Eternal Ring,PS2,2000,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,0.3,62.0,13.0,53.0,9.0,From Software,T
Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,0.16,0.04,0.08,0.02,0.3,76.0,11.0,89.0,41.0,Capcom,M
Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,60.0,42.0,74.0,22.0,Omega Force,T
