continent,country,income,life_exp,population,year
americas,Dominica,1102.0,,27783,1895
asia,Bhutan,732.0,28.8,129172,1895
americas,Anguilla,,,3458,1895
americas,Chile,3238.0,32.0,2783171,1895
asia,Palau,1085.0,,5646,1895
africa,"Congo, Dem. Rep.",717.0,31.6,8473286,1895
asia,Jordan,1461.0,31.7,310978,1895
asia,Pakistan,1115.0,23.59,18263489,1895
africa,Liberia,977.0,31.1,580201,1895
europe,Belgium,6549.0,45.46,6439000,1895
asia,Kiribati,599.0,24.9,22238,1895
americas,Barbados,1518.0,32.12,188093,1895
africa,Algeria,1657.0,28.82,4697361,1895
africa,Eritrea,646.0,30.2,552005,1895
americas,Honduras,1762.0,33.9,482546,1895
asia,Australia,5807.0,47.28,3460000,1895
americas,Netherlands Antilles,,34.41,74244,1895
africa,Burundi,456.0,31.5,1605532,1895
americas,Bahamas,2402.0,35.18,50316,1895
europe,Bulgaria,1964.0,39.98,3712142,1895
asia,"Macao, China",1283.0,34.7,66311,1895
africa,Egypt,1229.0,33.0,9671036,1895
africa,Namibia,1659.0,32.4,229000,1895
europe,Austria,5258.0,39.18,5680000,1895
africa,Chad,602.0,30.9,1432000,1895
europe,Croatia,2725.0,36.1,2374137,1895
americas,St. Kitts and Nevis,1935.0,,30361,1895
asia,China,940.0,32.0,390000001,1895
americas,Aruba,1384.0,34.42,28550,1895
asia,Marshall Islands,571.0,,9258,1895
americas,Brazil,1388.0,31.98,15980000,1895
asia,Fiji,1015.0,26.1,120555,1895
europe,Kosovo,,,740596,1895
africa,Malawi,355.0,30.3,737000,1895
asia,Nepal,792.0,32.8,5237302,1895
europe,Bosnia and Herzegovina,1055.0,35.1,1643518,1895
europe,Andorra,3012.0,,4329,1895
asia,Tuvalu,929.0,,3799,1895
africa,Angola,937.0,26.98,2698071,1895
asia,Kuwait,2047.0,26.0,93398,1895
asia,Kyrgyz Republic,984.0,25.94,1052555,1895
africa,Central African Republic,611.0,30.0,685784,1895
americas,Antigua and Barbuda,1258.0,33.54,36187,1895
europe,Armenia,776.0,36.0,819417,1895
africa,Benin,859.0,31.0,1320601,1895
asia,Israel,1022.0,32.0,338923,1895
europe,Germany,4133.0,42.38,50363000,1895
europe,Norway,3387.0,52.8,2083000,1895
asia,Saudi Arabia,970.0,32.1,2528940,1895
europe,Azerbaijan,1324.0,31.17,1749547,1895
europe,Georgia,875.0,33.87,2131161,1895
americas,Mexico,2086.0,29.52,12663000,1895
europe,Serbia,2749.0,35.5,4151378,1895
europe,Russia,2672.0,26.95,61945723,1895
americas,Guyana,2018.0,31.12,278343,1895
asia,New Caledonia,,26.0,46415,1895
europe,Greenland,877.0,33.73,15880,1895
asia,Bahrain,2551.0,30.3,74086,1895
americas,Jamaica,976.0,37.4,677320,1895
europe,San Marino,2141.0,,8941,1895
americas,Bolivia,1741.0,33.0,1660715,1895
africa,Djibouti,1016.0,29.9,40642,1895
americas,Belize,962.0,26.5,33273,1895
africa,Togo,983.0,31.3,861243,1895
americas,Dominican Republic,1005.0,29.9,454090,1895
africa,Sudan,747.0,31.4,5724142,1895
asia,Japan,1768.0,38.1,41775000,1895
africa,Guinea,526.0,30.48,1905430,1895
americas,Bermuda,2040.0,,16135,1895
americas,Turks and Caicos Islands,809.0,,4931,1895
europe,Slovak Republic,2749.0,36.4,2812870,1895
asia,Brunei,1955.0,29.2,13190,1895
asia,Bangladesh,957.0,22.0,28611253,1895
africa,Ghana,768.0,28.0,1834139,1895
africa,Nigeria,1241.0,30.4,16672065,1895
asia,Cambodia,1012.0,35.0,2740157,1895
americas,El Salvador,1834.0,28.7,711516,1895
americas,Canada,3953.0,46.56,5169000,1895
africa,Zambia,834.0,32.6,747000,1895
europe,Denmark,5074.0,50.93,2397000,1895
asia,Cook Is,,,9533,1895
africa,Comoros,767.0,32.1,101520,1895
africa,Botswana,572.0,33.6,121000,1895
africa,Seychelles,1153.0,43.56,17139,1895
europe,Cyprus,2077.0,38.51,219779,1895
africa,Cameroon,902.0,28.75,2323746,1895
africa,Lesotho,415.0,32.8,485511,1895
asia,North Korea,526.0,26.0,4731554,1895
africa,Cape Verde,730.0,33.8,108916,1895
americas,Grenada,1321.0,37.3,56794,1895
asia,Papua New Guinea,707.0,31.5,1209183,1895
asia,"Micronesia, Fed. Sts.",549.0,26.7,24127,1895
americas,Guatemala,1582.0,25.82,1322793,1895
americas,Martinique,,30.15,147187,1895
asia,Turkmenistan,1762.0,24.46,730963,1895
americas,Haiti,1362.0,29.0,1482701,1895
africa,Ethiopia,538.0,29.5,8489288,1895
asia,"Hong Kong, China",1633.0,34.9,255898,1895
europe,Hungary,2676.0,36.67,6869861,1895
europe,Iceland,2307.0,52.52,100018,1895
asia,India,1149.0,23.95,234447666,1895
europe,Malta,1558.0,39.57,218253,1895
asia,Indonesia,1144.0,30.0,37375576,1895
africa,Burkina Faso,523.0,29.2,2872613,1895
asia,Iran,1278.0,25.6,9830035,1895
europe,Ireland,3818.0,47.81,3244595,1895
europe,Italy,3331.0,39.61,32689000,1895
asia,Kazakhstan,2130.0,28.2,4053278,1895
africa,Kenya,1149.0,25.5,2574000,1895
africa,Mauritania,760.0,32.0,522798,1895
africa,Zimbabwe,974.0,33.7,1854820,1895
africa,Mali,620.0,26.41,2796859,1895
asia,Lao,1037.0,31.9,1075253,1895
americas,Cayman Islands,1727.0,,4533,1895
europe,Latvia,1403.0,44.62,1176075,1895
africa,Guinea-Bissau,828.0,32.0,359360,1895
africa,Libya,2640.0,33.1,782106,1895
europe,Lithuania,2373.0,39.57,1549805,1895
europe,Luxembourg,3535.0,44.96,206948,1895
americas,Costa Rica,1797.0,32.65,261992,1895
asia,Malaysia,1248.0,30.6,1880883,1895
asia,Philippines,1106.0,30.9,5995671,1895
europe,Greece,2825.0,39.04,4716000,1895
americas,French Guiana,,30.5,17079,1895
americas,Paraguay,2140.0,35.5,430129,1895
africa,Mauritius,1354.0,25.97,371000,1895
europe,Finland,2493.0,47.64,2483000,1895
europe,Moldova,1052.0,33.15,1415299,1895
europe,Monaco,4781.0,,13420,1895
africa,Equatorial Guinea,403.0,29.8,103085,1895
asia,American Samoa,,,5904,1895
africa,St. Helena,,,3648,1895
asia,Mongolia,674.0,31.8,700570,1895
europe,Montenegro,2140.0,35.4,245322,1895
europe,Romania,2319.0,35.7,10681901,1895
asia,Uzbekistan,717.0,28.93,3814976,1895
africa,Morocco,817.0,33.1,4502672,1895
europe,"Macedonia, FYR",1397.0,36.1,758006,1895
africa,Mozambique,413.0,30.28,4006094,1895
asia,Nauru,797.0,,2414,1895
europe,United Kingdom,7387.0,45.73,35976405,1895
europe,Netherlands,6003.0,46.64,4803000,1895
asia,New Zealand,6080.0,45.21,735000,1895
americas,Nicaragua,2164.0,25.4,531896,1895
europe,Estonia,1752.0,43.03,664799,1895
americas,United States,6070.0,47.07,69851000,1895
asia,Sri Lanka,1797.0,32.6,3626000,1895
asia,Oman,1382.0,32.3,409975,1895
asia,Palestine,1317.0,32.1,267880,1895
asia,Lebanon,1986.0,29.7,570013,1895
americas,Panama,1978.0,32.9,245970,1895
europe,Albania,1080.0,35.4,762102,1895
americas,Peru,1471.0,35.7,3449019,1895
africa,Rwanda,486.0,31.8,1475364,1895
asia,Wallis et Futuna,,,5385,1896
africa,St. Helena,,,3587,1896
europe,Kosovo,,,747116,1896
europe,Gibraltar,,,15133,1896
europe,Faeroe Islands,,,22181,1896
americas,British Virgin Islands,,,4748,1896
europe,Liechtenstein,,,9611,1896
americas,Virgin Islands (U.S.),,33.4,31894,1896
africa,Reunion,,33.0,164865,1896
asia,New Caledonia,,26.0,46698,1896
americas,Netherlands Antilles,,34.41,74797,1896
americas,Martinique,,30.15,148291,1896
asia,French Polynesia,,25.6,31794,1896
americas,French Guiana,,30.5,17204,1896
americas,Venezuela,1306.0,32.2,2408000,1896
asia,Cook Is,,,9424,1896
americas,United States,5837.0,47.44,71161000,1896
asia,United Arab Emirates,1888.0,30.7,46397,1896
asia,Tuvalu,932.0,,3821,1896
americas,Turks and Caicos Islands,814.0,,4991,1896
asia,Turkmenistan,1941.0,24.66,737704,1896
africa,Tunisia,1033.0,28.8,1556700,1896
asia,Northern Mariana Islands,,,5160,1896
africa,Uganda,671.0,25.3,2704825,1896
asia,Timor-Leste,630.0,28.95,317457,1896
asia,Thailand,1323.0,30.4,7052726,1896
asia,Tajikistan,1059.0,26.44,934800,1896
asia,Syria,1467.0,31.1,1819639,1896
europe,Switzerland,8887.0,48.88,3151000,1896
africa,Swaziland,709.0,32.3,86000,1896
americas,Suriname,2738.0,32.9,143124,1896
africa,Sudan,750.0,31.4,5749647,1896
africa,Western Sahara,,34.75,7091,1896
europe,Spain,2364.0,33.45,18238000,1896
africa,South Sudan,734.0,26.67,1478927,1896
asia,South Korea,522.0,25.8,9876772,1896
asia,Taiwan,1108.0,28.3,2712438,1896
africa,Somalia,760.0,29.4,1612409,1896
europe,Slovak Republic,2788.0,36.7,2823131,1896
europe,United Kingdom,7629.0,47.41,36367212,1896
asia,Singapore,2349.0,34.0,189593,1896
europe,Serbia,2768.0,35.5,4188031,1896
africa,Senegal,720.0,25.2,1681771,1896
asia,Yemen,1151.0,23.39,3100721,1896
asia,Saudi Arabia,973.0,32.1,2536893,1896
africa,Sao Tome and Principe,1016.0,31.0,40092,1896
asia,Tonga,860.0,28.2,19876,1896
asia,Samoa,1817.0,25.4,33941,1896
africa,Rwanda,487.0,31.8,1484505,1896
europe,Russia,2944.0,28.27,62517773,1896
europe,Romania,2350.0,35.7,10744776,1896
americas,Puerto Rico,2082.0,31.15,911919,1896
europe,Portugal,2083.0,35.6,5252000,1896
europe,Poland,2403.0,39.22,23973421,1896
asia,Pakistan,1031.0,23.2,18356287,1896
europe,Germany,4216.0,42.69,51111000,1896
europe,France,4005.0,47.56,40192000,1896
asia,Myanmar,1121.0,30.8,9000457,1896
europe,Georgia,962.0,34.07,2150772,1896
africa,Ethiopia,538.0,28.7,8609817,1896
africa,Equatorial Guinea,404.0,29.8,103428,1896
asia,Vietnam,1043.0,32.0,15206423,1896
americas,Ecuador,863.0,32.9,1340887,1896
africa,Djibouti,1019.0,29.9,40955,1896
europe,Lithuania,2614.0,39.99,1564094,1896
americas,Dominica,1109.0,,27982,1896
europe,Greece,2865.0,39.22,4764000,1896
americas,Nicaragua,2187.0,25.4,538129,1896
europe,Croatia,2744.0,36.1,2395100,1896
africa,Zimbabwe,975.0,33.7,1868109,1896
europe,Denmark,5201.0,52.99,2428000,1896
africa,"Congo, Rep.",754.0,32.7,545864,1896
americas,Antigua and Barbuda,1266.0,33.54,35986,1896
asia,Niue,,,4576,1896
asia,Vanuatu,760.0,24.3,38110,1896
africa,Botswana,575.0,33.6,121000,1896
africa,Comoros,767.0,32.1,102320,1896
africa,Guinea-Bissau,829.0,32.0,361759,1896
asia,Kuwait,2077.0,26.0,93918,1896
americas,Montserrat,,,12000,1896
americas,Bermuda,2054.0,,16432,1896
americas,Trinidad and Tobago,1863.0,38.8,241828,1896
africa,Angola,941.0,26.98,2717689,1896
asia,China,895.0,32.0,391980002,1896
americas,Chile,3216.0,32.0,2818312,1896
africa,Ghana,743.0,28.0,1845161,1896
asia,Kazakhstan,2346.0,28.4,4090520,1896
americas,Falkland Is (Malvinas),,,420,1896
asia,Guam,,27.5,10701,1896
europe,Netherlands,6164.0,48.56,4866000,1896
americas,Bahamas,2418.0,35.18,50912,1896
americas,St. Kitts and Nevis,1949.0,,30592,1896
africa,Egypt,1241.0,33.0,9794152,1896
africa,Lesotho,415.0,32.8,489172,1896
asia,Australia,6137.0,47.81,3523000,1896
africa,Eritrea,648.0,30.2,559344,1896
africa,Gambia,862.0,28.8,181669,1896
asia,Tokelau,,,381,1896
asia,Sri Lanka,1802.0,32.6,3693000,1896
europe,Belgium,6625.0,48.06,6494000,1896
africa,"Congo, Dem. Rep.",720.0,31.6,8529422,1896
europe,Albania,1095.0,35.4,769535,1896
americas,Peru,1475.0,35.7,3470000,1896
asia,Qatar,2077.0,30.8,16283,1896
asia,Afghanistan,782.0,27.23,5071143,1896
americas,Brazil,1260.0,31.98,16362000,1896
africa,Gabon,396.0,30.6,298646,1896
europe,Moldova,1157.0,33.15,1428308,1896
africa,Central African Republic,614.0,30.0,689064,1896
africa,Seychelles,1158.0,43.82,17436,1896
asia,Solomon Islands,476.0,25.1,80282,1896
asia,Philippines,1108.0,30.9,6069906,1896
americas,Barbados,1529.0,32.12,189388,1896
africa,Mauritius,1361.0,22.15,371000,1896
africa,Tanzania,691.0,32.2,3949682,1896
africa,South Africa,3853.0,33.5,4341556,1896
africa,Mayotte,,32.5,11747,1896
americas,Costa Rica,1817.0,33.06,268647,1896
asia,India,1063.0,22.75,235385028,1896
americas,Argentina,7449.0,34.0,4113688,1896
europe,Austria,5296.0,39.65,5739000,1896
americas,Canada,3816.0,46.9,5218000,1896
europe,Greenland,887.0,34.28,15988,1896
europe,Andorra,3048.0,,4357,1896
europe,Armenia,853.0,36.2,826928,1896
americas,Cayman Islands,1739.0,,4594,1896
europe,Holy See,,,905,1896
asia,Bangladesh,885.0,20.0,28779001,1896
americas,Belize,968.0,26.5,33867,1896
asia,Palestine,1321.0,32.1,271341,1896
europe,Norway,3443.0,53.84,2112000,1896
americas,Guadeloupe,,27.66,141172,1896
asia,Bahrain,2580.0,30.3,74499,1896
africa,Benin,864.0,31.0,1333514,1896
asia,Cambodia,1014.0,35.0,2757515,1896
europe,Ireland,3857.0,48.08,3231788,1896
americas,St. Vincent and the Grenadines,1402.0,25.99,44362,1896
africa,Cape Verde,733.0,33.8,109894,1896
africa,Burundi,457.0,31.5,1617992,1896
africa,Cameroon,906.0,28.75,2330653,1896
asia,Fiji,1019.0,26.1,120443,1896
americas,El Salvador,1849.0,28.7,722094,1896
asia,Jordan,1473.0,31.7,312927,1896
americas,Bolivia,1758.0,33.0,1667713,1896
africa,Cote d'Ivoire,1193.0,31.16,1823175,1896
asia,"Micronesia, Fed. Sts.",550.0,26.7,24251,1896
europe,Belarus,1175.0,36.2,4723470,1896
americas,Cuba,2631.0,21.3,1649956,1896
americas,Haiti,1376.0,29.0,1497848,1896
asia,New Zealand,6659.0,45.65,748000,1896
americas,St.-Pierre-et-Miquelon,,,3092,1896
africa,Mauritania,763.0,32.0,524977,1896
europe,Bulgaria,1980.0,40.02,3768007,1896
asia,Brunei,1962.0,29.2,13619,1896
africa,Burkina Faso,524.0,29.2,2893569,1896
africa,Algeria,1676.0,28.82,4738565,1896
americas,Guyana,2031.0,31.12,280267,1896
americas,Jamaica,979.0,37.6,685649,1896
asia,Bhutan,733.0,28.8,129796,1896
americas,Guatemala,1595.0,25.82,1333566,1896
europe,San Marino,2157.0,,8999,1896
africa,Guinea,527.0,30.49,1922294,1896
europe,Czech Republic,3743.0,36.76,7284849,1896
africa,Togo,988.0,31.3,868834,1896
africa,Sierra Leone,1062.0,25.1,1320676,1896
africa,Chad,605.0,30.9,1432000,1896
americas,Mexico,2120.0,28.8,12822000,1896
asia,"Hong Kong, China",1657.0,34.9,265215,1896
europe,Hungary,2713.0,36.8,6920536,1896
europe,Sweden,3154.0,53.49,4958726,1896
europe,Iceland,2353.0,53.22,100670,1896
europe,Turkey,1925.0,35.0,13639246,1896
americas,Grenada,1327.0,37.3,57784,1896
asia,Indonesia,1139.0,30.0,37811100,1896
asia,Iran,1287.0,25.6,9891339,1896
asia,Iraq,1463.0,31.2,2141720,1896
europe,Channel Islands,,,71966,1896
asia,American Samoa,,,5863,1896
asia,Israel,1028.0,32.0,343302,1896
europe,Italy,3367.0,40.7,32863000,1896
americas,Anguilla,,,3483,1896
europe,Finland,2623.0,46.56,2515000,1896
europe,Isle of Man,,,38760,1896
asia,Malaysia,1254.0,30.6,1946383,1896
asia,Japan,1651.0,38.2,42196000,1896
americas,Honduras,1785.0,33.9,485987,1896
africa,Kenya,1153.0,25.5,2574000,1896
europe,Luxembourg,3577.0,45.46,208299,1896
americas,Dominican Republic,1010.0,29.9,465666,1896
asia,Lao,1039.0,31.9,1090569,1896
africa,Liberia,980.0,31.1,584982,1896
europe,Latvia,1546.0,44.95,1186926,1896
asia,Lebanon,2006.0,29.7,574137,1896
americas,Aruba,1393.0,34.42,28700,1896
americas,Uruguay,6932.0,32.9,815000,1896
africa,Libya,2672.0,33.1,786017,1896
asia,"Macao, China",1288.0,34.7,65842,1896
africa,Madagascar,829.0,30.5,2825753,1896
asia,Maldives,839.0,32.65,65976,1896
europe,Azerbaijan,1457.0,31.37,1765652,1896
africa,Mali,620.0,26.41,2822694,1896
asia,Marshall Islands,572.0,,9316,1896
europe,Ukraine,1570.0,36.6,22641622,1896
europe,Malta,1573.0,40.04,219676,1896
asia,Kiribati,600.0,24.9,22303,1896
europe,"Macedonia, FYR",1406.0,36.1,764704,1896
europe,Cyprus,2102.0,39.16,222560,1896
asia,Uzbekistan,787.0,29.13,3850084,1896
europe,Monaco,4837.0,,13518,1896
africa,Malawi,355.0,30.3,737000,1896
europe,Bosnia and Herzegovina,1058.0,35.1,1657984,1896
asia,Papua New Guinea,709.0,31.5,1216803,1896
asia,Mongolia,675.0,31.8,701906,1896
europe,Montenegro,2155.0,35.4,247496,1896
africa,Morocco,819.0,33.1,4534484,1896
africa,Mozambique,413.0,30.28,4040845,1896
africa,Namibia,1684.0,32.4,229000,1896
asia,Nepal,798.0,32.8,5246410,1896
europe,Estonia,1930.0,43.01,670925,1896
asia,Nauru,801.0,,2423,1896
africa,Niger,646.0,30.8,1854541,1896
africa,Nigeria,1246.0,30.4,16743454,1896
americas,St. Lucia,1126.0,28.01,45826,1896
asia,North Korea,525.0,26.0,4740597,1896
asia,Oman,1393.0,32.3,411795,1896
asia,Palau,1089.0,,5675,1896
africa,Zambia,836.0,32.6,747000,1896
americas,Panama,2000.0,32.9,249285,1896
americas,Paraguay,2167.0,35.5,432086,1896
asia,Kyrgyz Republic,992.0,26.14,1062219,1896
americas,Colombia,1175.0,32.0,3733413,1896
europe,Slovenia,2871.0,36.6,916253,1896
africa,St. Helena,,,3528,1897
asia,Northern Mariana Islands,,,5189,1897
asia,Niue,,,4578,1897
europe,Liechtenstein,,,9675,1897
europe,Kosovo,,,753693,1897
europe,Isle of Man,,,39015,1897
europe,Gibraltar,,,15218,1897
americas,Falkland Is (Malvinas),,,433,1897
europe,Faeroe Islands,,,22326,1897
africa,Western Sahara,,34.75,7179,1897
africa,Reunion,,33.0,166117,1897
asia,Guam,,27.5,10436,1897
asia,Tokelau,,,373,1897
americas,Venezuela,1183.0,32.2,2442000,1897
americas,Uruguay,6538.0,32.9,839000,1897
americas,United States,6280.0,47.81,72471000,1897
africa,Uganda,675.0,25.3,2713824,1897
asia,Tuvalu,936.0,,3842,1897
asia,Turkmenistan,1908.0,24.86,744506,1897
europe,Turkey,1939.0,35.0,13715759,1897
africa,Tunisia,1038.0,28.8,1573582,1897
americas,Guadeloupe,,27.66,142214,1897
americas,Trinidad and Tobago,1873.0,38.8,248121,1897
asia,Tonga,863.0,28.2,19907,1897
africa,Togo,993.0,31.3,876491,1897
asia,Vietnam,1052.0,32.0,15422993,1897
asia,Thailand,1328.0,30.4,7118615,1897
africa,Tanzania,693.0,32.2,3963658,1897
americas,British Virgin Islands,,,4778,1897
asia,Taiwan,1112.0,28.3,2749559,1897
asia,Syria,1480.0,31.1,1829460,1897
europe,Switzerland,9238.0,49.1,3188000,1897
americas,Turks and Caicos Islands,820.0,,5051,1897
africa,Zambia,838.0,32.6,747000,1897
africa,Swaziland,712.0,32.3,86000,1897
americas,Suriname,2757.0,32.9,144206,1897
americas,St. Vincent and the Grenadines,1412.0,25.99,45067,1897
americas,St. Kitts and Nevis,1962.0,,30825,1897
europe,Spain,2473.0,33.79,18320000,1897
africa,South Sudan,738.0,26.67,1485517,1897
asia,Solomon Islands,477.0,25.1,80645,1897
europe,Slovenia,2891.0,36.6,924346,1897
europe,Holy See,,,905,1897
asia,Singapore,2415.0,34.0,195649,1897
africa,Seychelles,1162.0,44.09,17738,1897
asia,Wallis et Futuna,,,5411,1897
europe,Serbia,2787.0,35.5,4225008,1897
asia,Tajikistan,1041.0,26.64,943385,1897
africa,Senegal,723.0,25.2,1693094,1897
asia,Saudi Arabia,975.0,32.1,2544872,1897
africa,Sao Tome and Principe,1018.0,31.0,40392,1897
americas,Virgin Islands (U.S.),,33.4,31713,1897
asia,Samoa,1823.0,25.4,33703,1897
europe,Russia,2895.0,30.47,63095106,1897
africa,Somalia,761.0,29.4,1622577,1897
asia,Qatar,2107.0,30.8,16374,1897
europe,Poland,2447.0,39.53,24165251,1897
asia,Japan,1665.0,38.3,42643000,1897
europe,Georgia,945.0,34.27,2170563,1897
americas,Montserrat,,,12000,1897
europe,France,3888.0,47.93,40348000,1897
europe,Finland,2714.0,48.16,2549000,1897
asia,Fiji,1022.0,26.1,120332,1897
europe,Montenegro,2170.0,35.4,249689,1897
africa,Libya,2705.0,33.1,789947,1897
americas,Bolivia,1775.0,33.0,1674740,1897
africa,Egypt,1255.0,33.0,9918834,1897
africa,Morocco,820.0,33.1,4566520,1897
europe,Germany,4271.0,42.99,51921000,1897
africa,Cape Verde,737.0,33.8,110881,1897
americas,Dominican Republic,1016.0,29.9,477538,1897
europe,Slovak Republic,2828.0,37.0,2833429,1897
asia,Bhutan,735.0,28.8,130423,1897
europe,Channel Islands,,,72436,1897
africa,South Africa,3646.0,33.5,4431530,1897
asia,American Samoa,,,5821,1897
europe,Cyprus,2127.0,39.81,225376,1897
asia,Jordan,1484.0,31.7,314889,1897
africa,Madagascar,833.0,30.5,2845086,1897
americas,Guatemala,1608.0,25.82,1344427,1897
africa,Cote d'Ivoire,1198.0,31.16,1835589,1897
asia,Nepal,804.0,32.8,5255534,1897
asia,Myanmar,1133.0,30.8,9280500,1897
americas,Aruba,1403.0,34.42,28850,1897
americas,Cuba,2662.0,20.5,1651963,1897
asia,United Arab Emirates,1916.0,30.7,46655,1897
americas,El Salvador,1865.0,28.7,732829,1897
africa,"Congo, Rep.",756.0,32.7,549839,1897
asia,Cook Is,,,9316,1897
americas,Anguilla,,,3508,1897
africa,Rwanda,487.0,28.0,1493702,1897
asia,Palau,1092.0,,5703,1897
africa,"Congo, Dem. Rep.",723.0,31.6,8585930,1897
africa,Algeria,1694.0,28.82,4780130,1897
europe,Portugal,2188.0,35.6,5290000,1897
americas,Dominica,1117.0,,28183,1897
europe,Luxembourg,3620.0,45.96,209658,1897
americas,Mexico,2230.0,26.24,13014000,1897
europe,Austria,5366.0,40.12,5798000,1897
europe,Ukraine,1544.0,36.6,22851876,1897
asia,New Caledonia,,26.0,46982,1897
africa,Sierra Leone,1067.0,25.1,1329542,1897
africa,Gambia,862.0,28.8,183024,1897
africa,Chad,608.0,30.9,1432000,1897
europe,Estonia,1898.0,43.0,677108,1897
americas,Colombia,1178.0,32.0,3797871,1897
africa,Eritrea,649.0,30.2,566780,1897
asia,Mongolia,676.0,31.8,703244,1897
europe,Greece,2905.0,39.4,4813000,1897
africa,Benin,868.0,31.0,1346552,1897
asia,Bangladesh,1045.0,19.0,28947732,1897
africa,Namibia,1709.0,32.4,229000,1897
europe,Sweden,3278.0,54.14,4997923,1897
europe,Hungary,2750.0,36.94,6971584,1897
asia,Vanuatu,762.0,24.3,38268,1897
europe,Denmark,5259.0,51.86,2462000,1897
africa,Central African Republic,617.0,30.0,692361,1897
europe,Andorra,3084.0,,4386,1897
africa,Burkina Faso,524.0,29.2,2914677,1897
americas,St. Lucia,1129.0,28.01,46632,1897
africa,Djibouti,1022.0,29.9,41271,1897
europe,Albania,1110.0,35.4,777041,1897
asia,South Korea,522.0,25.8,9881575,1897
asia,Afghanistan,785.0,27.22,5107712,1897
europe,Latvia,1520.0,45.27,1197877,1897
africa,Mali,620.0,26.41,2848767,1897
africa,Zimbabwe,977.0,33.7,1881494,1897
africa,Botswana,578.0,33.6,121000,1897
africa,Mayotte,,32.5,11803,1897
asia,Yemen,1154.0,23.39,3111213,1897
africa,Mauritius,1367.0,32.53,371000,1897
europe,Bosnia and Herzegovina,1062.0,35.1,1672577,1897
europe,Bulgaria,1995.0,40.07,3824712,1897
americas,Cayman Islands,1750.0,,4655,1897
europe,Romania,2380.0,35.7,10808021,1897
africa,Angola,946.0,26.98,2737449,1897
americas,Barbados,1539.0,32.12,190693,1897
africa,Gabon,396.0,30.6,301152,1897
americas,Netherlands Antilles,,34.41,75355,1897
asia,India,1255.0,19.85,236326138,1897
europe,San Marino,2173.0,,9058,1897
asia,Bahrain,2610.0,30.3,74914,1897
europe,Armenia,837.0,36.4,834508,1897
africa,Burundi,457.0,31.5,1630549,1897
americas,Argentina,5820.0,34.7,4251441,1897
americas,Canada,4189.0,47.25,5269000,1897
africa,Kenya,1156.0,25.5,2574000,1897
